phone_id,phone_number,status,subscriber_type
PHONE_00198,9786253339,active,postpaid
PHONE_00199,9413136241,active,prepaid
PHONE_00200,6417912466,active,business
PHONE_00201,8689281441,active,prepaid
PHONE_00202,8293065341,active,prepaid
PHONE_00203,9441500739,burner,prepaid
PHONE_00204,7206847728,burner,prepaid
PHONE_00205,8687464248,active,postpaid
PHONE_00206,7121965349,active,prepaid
PHONE_00207,7940397243,burner,prepaid
PHONE_00208,8547269179,burner,business
PHONE_00209,9938561448,burner,prepaid
PHONE_00210,9496788779,active,prepaid
PHONE_00211,9915343708,active,prepaid
PHONE_00212,6712002782,burner,postpaid
PHONE_00213,7519675409,active,business
PHONE_00214,6607527760,active,postpaid
PHONE_00215,9681228676,active,prepaid
PHONE_00216,8954541893,active,business
PHONE_00217,7229297273,active,business
PHONE_00218,9806135258,active,postpaid
PHONE_00219,6493886349,active,postpaid
PHONE_00220,7050911065,burner,business
PHONE_00221,8997164328,active,prepaid
PHONE_00222,9554562706,burner,prepaid
PHONE_00223,7447694063,active,postpaid
PHONE_00224,8518269853,retired,postpaid
PHONE_00225,6047933042,active,prepaid
PHONE_00226,6104534858,burner,postpaid
PHONE_00227,8857655998,burner,business
PHONE_00228,9399000883,active,business
PHONE_00229,6617918333,retired,prepaid
PHONE_00230,6891878420,burner,prepaid
PHONE_00231,6772705414,burner,business
PHONE_00232,6437040504,active,postpaid
PHONE_00233,8943298360,burner,business
PHONE_00234,7913245336,active,postpaid
PHONE_00235,7086998887,active,business
PHONE_00236,8905289492,active,business
PHONE_00237,7401239100,retired,postpaid
PHONE_00238,7499256975,retired,prepaid
PHONE_00239,8573529323,active,business
PHONE_00240,6016029145,burner,postpaid
PHONE_00241,8100265996,burner,postpaid
PHONE_00242,6264340719,active,postpaid
PHONE_00243,7520723095,active,prepaid
PHONE_00244,9681407101,active,postpaid
PHONE_00245,7041804138,active,prepaid
PHONE_00246,6486932005,active,business
PHONE_00247,7314283824,active,business
PHONE_00248,7550033840,retired,business
PHONE_00249,9741536899,burner,prepaid
PHONE_00250,8424573297,active,business
PHONE_00251,9280177885,active,prepaid
PHONE_00252,8890176508,active,postpaid
PHONE_00253,9044107734,active,business
PHONE_00254,8992134752,active,business
PHONE_00255,6380402812,active,business
PHONE_00256,7247434033,retired,business
PHONE_00257,8046824439,retired,postpaid
PHONE_00258,6479499426,active,business
PHONE_00259,7291703998,burner,prepaid
PHONE_00260,8536145302,retired,postpaid
PHONE_00261,7295255744,active,prepaid
PHONE_00262,8248646586,retired,prepaid
PHONE_00263,9703978607,retired,prepaid
PHONE_00264,9302285628,active,business
PHONE_00265,8302639278,active,postpaid
PHONE_00266,8903598820,active,business
PHONE_00267,6576758255,active,prepaid
PHONE_00268,9392038999,burner,business
PHONE_00269,8261038354,active,business
PHONE_00270,9579052302,burner,business
PHONE_00271,9512624085,active,postpaid
PHONE_00272,6918272231,burner,postpaid
PHONE_00273,8982987261,active,prepaid
PHONE_00274,8793816016,active,postpaid
PHONE_00275,7705921103,burner,business
PHONE_00276,8352815088,active,business
PHONE_00277,9154206347,active,business
PHONE_00278,9658973930,active,postpaid
PHONE_00279,9889207742,burner,prepaid
PHONE_00280,9969535636,burner,postpaid
PHONE_00281,6896504970,retired,postpaid
PHONE_00282,8580492045,active,business
PHONE_00283,6541946936,burner,postpaid
PHONE_00284,8990151396,active,prepaid
PHONE_00285,8330971650,active,prepaid
PHONE_00286,9277719065,active,postpaid
PHONE_00287,7852482603,active,postpaid
PHONE_00288,6908040692,burner,postpaid
PHONE_00289,6928111987,active,postpaid
PHONE_00290,7280731975,active,postpaid
PHONE_00291,9916617580,burner,business
PHONE_00292,9275995148,active,prepaid
PHONE_00293,9843534731,active,business
PHONE_00294,8359984560,retired,prepaid
PHONE_00295,6713851565,active,business
PHONE_00296,9160945655,active,postpaid
PHONE_00297,6112784947,retired,prepaid
PHONE_00298,9565762500,retired,business
PHONE_00299,8684788953,active,prepaid
PHONE_00300,7314810267,active,business
PHONE_00301,6778573446,burner,prepaid
PHONE_00302,7545774033,burner,postpaid
PHONE_00303,8114032948,active,postpaid
PHONE_00304,7694352941,burner,prepaid
PHONE_00305,7598135489,active,postpaid
PHONE_00306,6276103077,active,business
PHONE_00307,9914163528,active,prepaid
PHONE_00308,7502759588,active,business
PHONE_00309,8713320036,active,prepaid
PHONE_00310,8821599759,burner,business
PHONE_00311,7229215957,active,business
PHONE_00312,9362876918,active,business
PHONE_00313,8292224893,retired,business
PHONE_00314,9917562872,retired,business
PHONE_00315,9881368142,retired,postpaid
PHONE_00316,9884299102,active,business
PHONE_00317,7353735111,active,business
PHONE_00318,6012408492,retired,prepaid
PHONE_00319,8361316923,burner,prepaid
PHONE_00320,9310536606,retired,business
PHONE_00321,9255363183,active,postpaid
PHONE_00322,9097215504,burner,prepaid
PHONE_00323,8143206620,active,prepaid
PHONE_00324,8658895340,active,business
PHONE_00325,6006459560,active,business
PHONE_00326,8257344134,retired,prepaid
PHONE_00327,7049641943,burner,postpaid
PHONE_00328,6101750482,retired,business
PHONE_00329,7817464898,active,business
PHONE_00330,7054922317,active,postpaid
PHONE_00331,6298597853,burner,prepaid
PHONE_00332,8563544555,active,prepaid
PHONE_00333,7516422993,active,prepaid
PHONE_00334,6403193480,burner,postpaid
PHONE_00335,6207784344,burner,business
PHONE_00336,6121071600,burner,business
PHONE_00337,6407314921,retired,postpaid
PHONE_00338,9338156847,retired,business
PHONE_00339,7095775054,retired,prepaid
PHONE_00340,7724692213,active,postpaid
PHONE_00341,6874119194,active,business
PHONE_00342,6487699510,active,prepaid
PHONE_00343,9807701410,active,business
PHONE_00344,7473966377,retired,postpaid
PHONE_00345,7701231018,retired,prepaid
PHONE_00346,6238557223,burner,postpaid
PHONE_00347,8555344839,retired,postpaid
PHONE_00348,8868908751,retired,postpaid
PHONE_00349,9248433527,active,postpaid
PHONE_00350,9016628801,burner,postpaid
PHONE_00351,8766734897,active,business
PHONE_00352,6950200705,burner,postpaid
PHONE_00353,9340030030,active,business
PHONE_00354,8591340007,retired,postpaid
PHONE_00355,7144091168,active,business
PHONE_00356,7331793406,active,prepaid
PHONE_00357,6551093612,active,postpaid
PHONE_00358,8553344744,active,prepaid
PHONE_00359,8604351748,retired,business
PHONE_00360,7055021552,active,postpaid
PHONE_00361,7258211048,retired,postpaid
PHONE_00362,6974924484,burner,postpaid
PHONE_00363,9299255273,active,postpaid
PHONE_00364,9929947603,active,prepaid
PHONE_00365,9278851416,active,business
PHONE_00366,9702789089,active,business
PHONE_00367,6034873763,retired,business
PHONE_00368,9901557007,retired,business
PHONE_00369,8307608535,active,prepaid
PHONE_00370,7932488402,burner,postpaid
PHONE_00371,7096820160,active,postpaid
PHONE_00372,9560377590,retired,business
PHONE_00373,8148625145,active,prepaid
PHONE_00374,9935168231,active,prepaid
PHONE_00375,7279010973,active,prepaid
PHONE_00376,8490869102,active,postpaid
PHONE_00377,7848204262,active,prepaid
PHONE_00378,7709034762,active,business
PHONE_00379,9817825490,active,prepaid
PHONE_00380,9145150246,active,postpaid
PHONE_00381,8569821626,burner,business
PHONE_00382,6174906044,retired,postpaid
PHONE_00383,9135154157,active,prepaid
PHONE_00384,7243844022,burner,prepaid
PHONE_00385,6673750082,retired,business
PHONE_00386,8431559673,active,business
PHONE_00387,6853373896,burner,postpaid
PHONE_00388,9734801214,active,prepaid
PHONE_00389,7965448680,active,postpaid
PHONE_00390,7031534898,burner,postpaid
PHONE_00391,8522508005,burner,business
PHONE_00392,7767878108,retired,business
PHONE_00393,6173923582,burner,postpaid
PHONE_00394,8155777697,retired,postpaid
PHONE_00395,6451069183,burner,business
PHONE_00396,6340149617,retired,business
PHONE_00397,7507726383,retired,postpaid
PHONE_00398,8550335764,active,postpaid
PHONE_00399,6311330185,active,postpaid
PHONE_00400,6013667064,active,postpaid
PHONE_00401,8024687115,active,postpaid
PHONE_00402,8901512534,active,business
PHONE_00403,8419821809,burner,prepaid
PHONE_00404,7194965163,active,prepaid
PHONE_00405,7161680064,retired,postpaid
PHONE_00406,6700505891,burner,business
PHONE_00407,6437554796,active,business
PHONE_00408,9677822777,active,prepaid
PHONE_00409,8522057611,burner,business
PHONE_00410,9848707325,active,prepaid
PHONE_00411,8947687352,active,business
PHONE_00412,8080342741,active,postpaid
PHONE_00413,7557428481,active,postpaid
PHONE_00414,9086188108,retired,business
PHONE_00415,7815190294,active,prepaid
PHONE_00416,8795431881,active,prepaid
PHONE_00417,6008680057,burner,business
PHONE_00418,8315391683,active,prepaid
PHONE_00419,9986549005,active,business
PHONE_00420,7031233102,burner,prepaid
PHONE_00421,6394588750,retired,business
PHONE_00422,9996335355,retired,postpaid
PHONE_00423,6730325586,active,prepaid
PHONE_00424,9386781793,active,prepaid
PHONE_00425,8910393544,active,postpaid
PHONE_00426,9818157984,retired,postpaid
PHONE_00427,7310555643,retired,business
PHONE_00428,8991856618,active,business
PHONE_00429,6785571800,active,business
PHONE_00430,6223883423,active,prepaid
PHONE_00431,8245921058,retired,prepaid
PHONE_00432,9426624254,burner,postpaid
PHONE_00433,9530621133,retired,postpaid
PHONE_00434,9469807396,active,business
PHONE_00435,9532745508,active,business
PHONE_00436,8121090711,active,postpaid
PHONE_00437,9105704556,retired,business
PHONE_00438,9754355664,retired,prepaid
PHONE_00439,7191589522,active,postpaid
PHONE_00440,6204374375,active,postpaid
PHONE_00441,8155544189,active,business
PHONE_00442,6359918787,retired,prepaid
PHONE_00443,8678855007,burner,prepaid
PHONE_00444,9667873001,burner,prepaid
PHONE_00445,7780379537,active,prepaid
PHONE_00446,9507063359,active,postpaid
PHONE_00447,6478937676,active,postpaid
PHONE_00448,8825753717,active,business
PHONE_00449,9561612838,burner,business
PHONE_00450,6514085885,retired,business
PHONE_00451,9901390579,retired,prepaid
PHONE_00452,7090348930,retired,postpaid
PHONE_00453,7275286702,active,prepaid
PHONE_00454,9041514310,burner,business
PHONE_00455,6043694422,retired,business
PHONE_00456,9720407888,active,prepaid
PHONE_00457,8870437824,retired,business
PHONE_00458,7787622321,active,prepaid
PHONE_00459,9158471449,burner,business
PHONE_00460,9892760279,active,business
PHONE_00461,6821550552,active,business
PHONE_00462,7617022536,active,business
PHONE_00463,8903180220,active,prepaid
PHONE_00464,8267327733,retired,postpaid
PHONE_00465,7916053343,active,business
PHONE_00466,8048638227,active,postpaid
PHONE_00467,8812623647,burner,business
PHONE_00468,9760644469,active,prepaid
PHONE_00469,6362670298,active,business
PHONE_00470,7188343013,retired,prepaid
PHONE_00471,6064979667,burner,postpaid
PHONE_00472,8742728222,active,prepaid
PHONE_00473,6304454930,active,business
PHONE_00474,6666144858,active,prepaid
PHONE_00475,9398705559,retired,prepaid
PHONE_00476,6601025308,active,business
PHONE_00477,7824563944,active,business
PHONE_00478,6730441250,burner,business
PHONE_00479,8452425110,active,business
PHONE_00480,8174660391,retired,prepaid
PHONE_00481,9629604060,retired,prepaid
PHONE_00482,8376750778,retired,prepaid
PHONE_00483,6932192156,retired,business
PHONE_00484,9715000785,active,business
PHONE_00485,8446488726,active,business
PHONE_00486,9470428300,burner,business
PHONE_00487,6783063748,active,postpaid
PHONE_00488,8021609672,active,postpaid
PHONE_00489,8051105800,retired,postpaid
PHONE_00490,9221124332,burner,prepaid
PHONE_00491,9788198072,active,business
PHONE_00492,8124290655,active,postpaid
PHONE_00493,9629730521,burner,business
PHONE_00494,6447311136,burner,postpaid
PHONE_00495,8551263462,active,business
PHONE_00496,7679482829,active,postpaid
PHONE_00497,6520484396,burner,postpaid
PHONE_00498,7797890932,retired,postpaid
PHONE_00499,8110442743,active,postpaid
PHONE_00500,7898078092,retired,prepaid
PHONE_00501,8311095299,retired,postpaid
PHONE_00502,7143290776,active,business
PHONE_00503,8199330774,active,business
PHONE_00504,6479798837,active,postpaid
PHONE_00505,8262337759,burner,prepaid
PHONE_00506,9340668744,retired,postpaid
PHONE_00507,8843954080,active,prepaid
PHONE_00508,7333706011,active,postpaid
PHONE_00509,9556419081,retired,postpaid
PHONE_00510,9831442505,active,prepaid
PHONE_00511,8169922516,active,business
PHONE_00512,6548986542,burner,prepaid
PHONE_00513,9790775907,active,postpaid
PHONE_00514,6480135427,active,prepaid
PHONE_00515,7495107640,retired,postpaid
PHONE_00516,9072816168,burner,postpaid
PHONE_00517,6490032997,active,postpaid
PHONE_00518,9468692275,active,prepaid
PHONE_00519,7430605779,active,prepaid
PHONE_00520,7604410311,active,prepaid
PHONE_00521,7229559186,active,prepaid
PHONE_00522,6326607932,burner,postpaid
PHONE_00523,9694556733,retired,business
PHONE_00524,8939372809,active,business
PHONE_00525,7431946300,burner,postpaid
PHONE_00526,9978660754,burner,prepaid
PHONE_00527,7694795678,active,business
PHONE_00528,9972732260,active,business
PHONE_00529,6902371466,active,business
PHONE_00530,9976753251,retired,prepaid
PHONE_00531,7899285755,burner,prepaid
PHONE_00532,6431290119,burner,postpaid
PHONE_00533,8619196509,active,postpaid
PHONE_00534,8636910719,active,prepaid
PHONE_00535,6887719023,burner,postpaid
PHONE_00536,7378481382,active,business
PHONE_00537,6957683382,active,business
PHONE_00538,7107540038,active,postpaid
PHONE_00539,7210914417,burner,prepaid
PHONE_00540,6622978411,retired,postpaid
PHONE_00541,7941543155,active,postpaid
PHONE_00542,6911555659,active,prepaid
PHONE_00543,8884006599,burner,business
PHONE_00544,9665868629,active,prepaid
PHONE_00545,7053357065,burner,prepaid
PHONE_00546,8443330515,burner,postpaid
PHONE_00547,8241818594,retired,postpaid
PHONE_00548,8728023460,retired,postpaid
PHONE_00549,6574398383,burner,prepaid
PHONE_00550,6019864345,active,business
PHONE_00551,7012127294,active,business
PHONE_00552,7992299610,retired,prepaid
PHONE_00553,8837220900,active,prepaid
PHONE_00554,7648690147,active,prepaid
PHONE_00555,6002954476,active,prepaid
PHONE_00556,8829652587,active,business
PHONE_00557,9791248825,active,prepaid
PHONE_00558,6961412385,burner,postpaid
PHONE_00559,9728562351,active,prepaid
PHONE_00560,9449028490,retired,business
PHONE_00561,6428055064,retired,postpaid
PHONE_00562,7521550188,active,business
PHONE_00563,6024359563,retired,business
PHONE_00564,7190352098,retired,business
PHONE_00565,6697357734,active,business
PHONE_00566,6041802022,active,postpaid
PHONE_00567,6017079977,active,business
PHONE_00568,8097379137,active,postpaid
PHONE_00569,7460745840,active,business
PHONE_00570,7101731205,active,postpaid
PHONE_00571,6769258581,retired,postpaid
PHONE_00572,6892747289,active,business
PHONE_00573,9831018190,retired,prepaid
PHONE_00574,8782480119,active,postpaid
PHONE_00575,8108750863,active,prepaid
PHONE_00576,8188639575,retired,postpaid
PHONE_00577,6868345416,retired,postpaid
PHONE_00578,8757298925,burner,business
PHONE_00579,7348459090,burner,prepaid
PHONE_00580,8953805044,retired,postpaid
PHONE_00581,8541628152,retired,business
PHONE_00582,9163666825,active,prepaid
PHONE_00583,7103979868,retired,postpaid
PHONE_00584,7542499445,active,business
PHONE_00585,9012036749,active,postpaid
PHONE_00586,8443005590,active,postpaid
PHONE_00587,9661118890,retired,business
PHONE_00588,6087653383,burner,prepaid
PHONE_00589,9438785263,active,postpaid
PHONE_00590,7419324728,active,business
PHONE_00591,9022438744,active,business
PHONE_00592,6067212742,active,business
PHONE_00593,8021977411,burner,prepaid
PHONE_00594,9426159405,retired,postpaid
PHONE_00595,9192424196,active,prepaid
PHONE_00596,9517702116,active,business
PHONE_00597,9709264506,retired,prepaid
PHONE_00598,6237820002,active,prepaid
PHONE_00599,9276770294,burner,business
PHONE_00600,9777997842,active,business
PHONE_00601,9394017110,retired,business
PHONE_00602,9840177910,burner,postpaid
PHONE_00603,9377830601,active,postpaid
PHONE_00604,9433403074,active,postpaid
PHONE_00605,7198479491,active,prepaid
PHONE_00606,6382944790,active,postpaid
PHONE_00607,7768026254,active,business
PHONE_00608,9784943374,active,prepaid
PHONE_00609,8759674169,active,postpaid
PHONE_00610,7433365675,active,business
PHONE_00611,9726808260,active,prepaid
PHONE_00612,7663099185,active,business
PHONE_00613,8630661068,active,postpaid
PHONE_00614,6153994516,active,postpaid
PHONE_00615,6224682502,active,prepaid
PHONE_00616,6224693555,active,prepaid
PHONE_00617,9326309508,burner,postpaid
PHONE_00618,7775242240,burner,postpaid
PHONE_00619,8851185793,burner,postpaid
PHONE_00620,9142619896,active,prepaid
PHONE_00621,9557088595,retired,prepaid
PHONE_00622,7967292573,active,business
PHONE_00623,9969309369,active,business
PHONE_00624,8623142874,retired,business
PHONE_00625,7491869656,active,prepaid
PHONE_00626,8674591500,retired,prepaid
PHONE_00627,9826839822,active,prepaid
PHONE_00628,9752069983,active,postpaid
PHONE_00629,8371314751,burner,postpaid
PHONE_00630,7655173234,retired,business
PHONE_00631,6137009375,active,business
PHONE_00632,7815520180,active,prepaid
PHONE_00633,8142398304,retired,prepaid
PHONE_00634,8381189118,burner,postpaid
PHONE_00635,7321581368,active,postpaid
PHONE_00636,6990702060,retired,postpaid
PHONE_00637,7825665092,active,postpaid
PHONE_00638,9998116158,burner,prepaid
PHONE_00639,7867233176,retired,prepaid
PHONE_00640,9250672418,active,prepaid
PHONE_00641,7927173411,active,prepaid
PHONE_00642,9768105562,active,prepaid
PHONE_00643,9296859270,active,business
PHONE_00644,6822684779,active,prepaid
PHONE_00645,8913895527,active,business
PHONE_00646,7670923032,retired,prepaid
PHONE_00647,6586253149,active,postpaid
PHONE_00648,9178346797,active,business
PHONE_00649,7981900286,retired,postpaid
PHONE_00650,6730945542,active,business
