account_id,account_number,bank_name,branch_city,account_type
ACCT_00033,8295703812750410,Bharat Meridian Bank,Kolkata,Current
ACCT_00034,2629424648708552,Deccan Mercantile Bank,Vadodara,Savings
ACCT_00035,0935916822613221,Narmada Cooperative Bank,Ludhiana,Savings
ACCT_00036,3762938150088272,Suryodaya Commercial Bank,Patna,Savings
ACCT_00037,1429729633276120,Narmada Cooperative Bank,Mohali,Savings
ACCT_00038,3420648619109285,Deccan Mercantile Bank,Mysuru,Savings
ACCT_00039,7893022153888489,Suryodaya Commercial Bank,Jabalpur,Savings
ACCT_00040,2320883571520459,Bharat Meridian Bank,Mohali,Savings
ACCT_00041,3388046256896100,Suryodaya Commercial Bank,Bengaluru,Current
ACCT_00042,9850025517044724,Suryodaya Commercial Bank,Bengaluru,Savings
ACCT_00043,5232485412902036,Dakshin Bharat Bank,Kozhikode,Current
ACCT_00044,8390650878317340,Narmada Cooperative Bank,Kozhikode,Current
ACCT_00045,0961705697202772,Bharat Meridian Bank,Guntur,Current
ACCT_00046,4980177859749818,Narmada Cooperative Bank,Indore,Savings
ACCT_00047,1401143076426009,Deccan Mercantile Bank,Udaipur,Current
ACCT_00048,3124251633122744,Bharat Meridian Bank,Kolkata,Current
ACCT_00049,2186299163742361,Dakshin Bharat Bank,Bhopal,Savings
ACCT_00050,8860076982357516,Narmada Cooperative Bank,Thiruvananthapuram,Current
ACCT_00051,8127194567843964,Dakshin Bharat Bank,Jamshedpur,Savings
ACCT_00052,2186644928992493,Deccan Mercantile Bank,Chennai,Current
ACCT_00053,2654078014367432,Bharat Meridian Bank,Mohali,Current
ACCT_00054,0369524877632673,Narmada Cooperative Bank,Noida,Savings
ACCT_00055,4859664358650511,Narmada Cooperative Bank,Cuttack,Current
ACCT_00056,0584036943423738,Bharat Meridian Bank,Madurai,Savings
ACCT_00057,5485156942088104,Eastern Union Bank,Mysuru,Savings
ACCT_00058,6053110852842492,Dakshin Bharat Bank,Guntur,Current
ACCT_00059,4298416233177869,Suryodaya Commercial Bank,Lucknow,Savings
ACCT_00060,4470236348760215,Deccan Mercantile Bank,Jaipur,Savings
ACCT_00061,2928348678867854,Narmada Cooperative Bank,Madurai,Savings
ACCT_00062,6099596006879792,Suryodaya Commercial Bank,Chennai,Savings
ACCT_00063,9808424198522327,Deccan Mercantile Bank,Jabalpur,Savings
ACCT_00064,8920123629093164,Deccan Mercantile Bank,Hubballi,Current
ACCT_00065,3317656769297689,Narmada Cooperative Bank,Howrah,Savings
ACCT_00066,7480778794521367,Narmada Cooperative Bank,Nashik,Current
ACCT_00067,3326299247241878,Eastern Union Bank,Mysuru,Current
ACCT_00068,8380686649198305,Narmada Cooperative Bank,Vijayawada,Savings
ACCT_00069,5349421212786877,Dakshin Bharat Bank,Nizamabad,Savings
ACCT_00070,1001450440440750,Narmada Cooperative Bank,Noida,Savings
ACCT_00071,2186857374646545,Deccan Mercantile Bank,Bhopal,Current
ACCT_00072,5672253307060992,Eastern Union Bank,Ghaziabad,Savings
ACCT_00073,4847349697308162,Suryodaya Commercial Bank,Surat,Savings
ACCT_00074,4131897079422847,Suryodaya Commercial Bank,Kota,Savings
ACCT_00075,9444967110002279,Eastern Union Bank,New Delhi,Current
ACCT_00076,5926358754822927,Suryodaya Commercial Bank,Mumbai,Savings
ACCT_00077,9215006973064986,Dakshin Bharat Bank,Gaya,Current
ACCT_00078,5551348794503619,Suryodaya Commercial Bank,Mysuru,Current
ACCT_00079,2750403587235948,Narmada Cooperative Bank,Thiruvananthapuram,Savings
ACCT_00080,7327632369220042,Dakshin Bharat Bank,Ranchi,Savings
ACCT_00081,9966634944664551,Deccan Mercantile Bank,Delhi,Current
ACCT_00082,7855626215120996,Suryodaya Commercial Bank,Mumbai,Current
ACCT_00083,1894727408561018,Suryodaya Commercial Bank,Durgapur,Savings
ACCT_00084,5799835274799830,Dakshin Bharat Bank,Dhanbad,Savings
ACCT_00085,9298654820267163,Bharat Meridian Bank,Pune,Savings
ACCT_00086,9736964596243083,Dakshin Bharat Bank,Gaya,Current
ACCT_00087,9975364096744644,Deccan Mercantile Bank,Nizamabad,Current
ACCT_00088,4208401793598812,Eastern Union Bank,Vadodara,Savings
ACCT_00089,2104743097994883,Dakshin Bharat Bank,New Delhi,Current
ACCT_00090,0715198553264043,Deccan Mercantile Bank,Ranchi,Savings
ACCT_00091,9350067295667129,Bharat Meridian Bank,Vadodara,Savings
ACCT_00092,7375384428782923,Dakshin Bharat Bank,Mumbai,Savings
ACCT_00093,7137409472804224,Deccan Mercantile Bank,Ludhiana,Savings
ACCT_00094,2244705491893900,Dakshin Bharat Bank,Guntur,Current
ACCT_00095,7517677461281881,Dakshin Bharat Bank,Ahmedabad,Current
ACCT_00096,7288989633881028,Bharat Meridian Bank,Udaipur,Current
ACCT_00097,5124764679931687,Dakshin Bharat Bank,Hyderabad,Savings
ACCT_00098,4754799093384366,Suryodaya Commercial Bank,Ranchi,Current
ACCT_00099,2606781283600117,Eastern Union Bank,Chennai,Savings
ACCT_00100,5056841467750195,Dakshin Bharat Bank,Cuttack,Current
ACCT_00101,8764005836436757,Suryodaya Commercial Bank,Kolkata,Savings
ACCT_00102,2281672717252717,Dakshin Bharat Bank,Ghaziabad,Current
ACCT_00103,3136625491441761,Dakshin Bharat Bank,Thiruvananthapuram,Savings
ACCT_00104,2622991393004002,Dakshin Bharat Bank,Ghaziabad,Current
ACCT_00105,7541944180555828,Deccan Mercantile Bank,Noida,Savings
ACCT_00106,3135837325437578,Dakshin Bharat Bank,Madurai,Savings
ACCT_00107,7493503084109094,Deccan Mercantile Bank,Kozhikode,Current
ACCT_00108,1756727389427831,Deccan Mercantile Bank,Delhi,Savings
ACCT_00109,2472919397645423,Bharat Meridian Bank,Kolkata,Savings
ACCT_00110,2759628343115361,Deccan Mercantile Bank,Mysuru,Savings
ACCT_00111,1096781296664315,Narmada Cooperative Bank,Nizamabad,Savings
ACCT_00112,5593168913971826,Suryodaya Commercial Bank,Nashik,Current
ACCT_00113,9048059180126608,Narmada Cooperative Bank,Vadodara,Current
ACCT_00114,6768713534546322,Eastern Union Bank,Muzaffarpur,Current
ACCT_00115,0560193036597908,Eastern Union Bank,Warangal,Savings
ACCT_00116,3670272252619076,Deccan Mercantile Bank,Ludhiana,Savings
ACCT_00117,2397407128607857,Dakshin Bharat Bank,Kota,Savings
ACCT_00118,4839885501836327,Eastern Union Bank,Cuttack,Savings
ACCT_00119,2670434196183488,Narmada Cooperative Bank,Rourkela,Current
ACCT_00120,0521328529282533,Narmada Cooperative Bank,Warangal,Savings
ACCT_00121,5521202835597093,Narmada Cooperative Bank,Kota,Savings
ACCT_00122,8319893912697305,Bharat Meridian Bank,Delhi,Savings
ACCT_00123,6104425054374864,Bharat Meridian Bank,Durgapur,Savings
ACCT_00124,2936124427996014,Dakshin Bharat Bank,Ahmedabad,Savings
ACCT_00125,6490488393712190,Narmada Cooperative Bank,Nashik,Current
ACCT_00126,1930158703146470,Narmada Cooperative Bank,Hyderabad,Current
ACCT_00127,0682726868174673,Bharat Meridian Bank,Delhi,Savings
ACCT_00128,5276090754811622,Deccan Mercantile Bank,Nizamabad,Savings
ACCT_00129,2102329412414317,Deccan Mercantile Bank,Bhopal,Savings
ACCT_00130,6841269715431010,Bharat Meridian Bank,Cuttack,Current
ACCT_00131,4215492345052233,Narmada Cooperative Bank,Dhanbad,Savings
ACCT_00132,4328993915177977,Eastern Union Bank,Vadodara,Current
ACCT_00133,0726612246801745,Suryodaya Commercial Bank,Kolkata,Current
ACCT_00134,2243206378618259,Narmada Cooperative Bank,Nashik,Current
ACCT_00135,1232321745416526,Eastern Union Bank,Kota,Current
ACCT_00136,7815089189968541,Bharat Meridian Bank,Kolkata,Savings
ACCT_00137,5066890970835737,Deccan Mercantile Bank,Vadodara,Current
ACCT_00138,6091687782310492,Bharat Meridian Bank,Coimbatore,Savings
ACCT_00139,6737455962212063,Deccan Mercantile Bank,Mohali,Savings
ACCT_00140,6629676245702093,Deccan Mercantile Bank,Chennai,Savings
ACCT_00141,1058194783068947,Bharat Meridian Bank,Mumbai,Current
ACCT_00142,6784702403612653,Suryodaya Commercial Bank,Visakhapatnam,Current
ACCT_00143,5763804972849921,Suryodaya Commercial Bank,Jaipur,Savings
ACCT_00144,5943499447921140,Bharat Meridian Bank,Mohali,Current
ACCT_00145,6664727245392561,Eastern Union Bank,Mumbai,Savings
ACCT_00146,2757471379541077,Deccan Mercantile Bank,Patna,Savings
ACCT_00147,1861227047655137,Eastern Union Bank,Dhanbad,Savings
ACCT_00148,3536490804538181,Suryodaya Commercial Bank,Bhubaneswar,Current
ACCT_00149,9015884645346957,Deccan Mercantile Bank,Coimbatore,Current
ACCT_00150,0812056556836090,Bharat Meridian Bank,Ghaziabad,Current
ACCT_00151,2652520115944188,Dakshin Bharat Bank,Warangal,Savings
ACCT_00152,6813746173441651,Dakshin Bharat Bank,Kozhikode,Savings
ACCT_00153,4701178762176026,Dakshin Bharat Bank,Kota,Current
ACCT_00154,3874783390514913,Bharat Meridian Bank,Ghaziabad,Current
ACCT_00155,4413984209325291,Deccan Mercantile Bank,Kochi,Current
ACCT_00156,9932816879104228,Narmada Cooperative Bank,Nizamabad,Current
ACCT_00157,4741520013503573,Dakshin Bharat Bank,Patna,Savings
ACCT_00158,4825037668394683,Bharat Meridian Bank,Noida,Savings
ACCT_00159,7006616120359789,Bharat Meridian Bank,Guntur,Current
ACCT_00160,0764991547233162,Deccan Mercantile Bank,Ghaziabad,Savings
ACCT_00161,9553832519615892,Narmada Cooperative Bank,Hubballi,Current
ACCT_00162,5906721631240674,Deccan Mercantile Bank,Madurai,Current
ACCT_00163,4890470133158927,Bharat Meridian Bank,Indore,Savings
ACCT_00164,8426158265066596,Eastern Union Bank,Hubballi,Savings
ACCT_00165,1810984038047674,Deccan Mercantile Bank,Delhi,Savings
ACCT_00166,9349089369243014,Deccan Mercantile Bank,Visakhapatnam,Savings
ACCT_00167,6310251150987276,Dakshin Bharat Bank,Bhubaneswar,Savings
ACCT_00168,4328193377589472,Eastern Union Bank,Warangal,Savings
ACCT_00169,8364140848660733,Dakshin Bharat Bank,Delhi,Savings
ACCT_00170,1260118213402048,Suryodaya Commercial Bank,Hyderabad,Current
ACCT_00171,2328617031706257,Narmada Cooperative Bank,Mysuru,Savings
ACCT_00172,5545970613445439,Deccan Mercantile Bank,Coimbatore,Current
ACCT_00173,9882691776140047,Bharat Meridian Bank,Hubballi,Savings
ACCT_00174,8278284339902491,Suryodaya Commercial Bank,Thiruvananthapuram,Savings
ACCT_00175,5908158519146211,Deccan Mercantile Bank,Patna,Savings
ACCT_00176,4399151555389307,Deccan Mercantile Bank,Ludhiana,Current
ACCT_00177,8288231162664264,Narmada Cooperative Bank,Bengaluru,Current
ACCT_00178,9261921152927067,Bharat Meridian Bank,Ghaziabad,Savings
ACCT_00179,1869299322599127,Eastern Union Bank,Muzaffarpur,Current
ACCT_00180,2403332957714881,Suryodaya Commercial Bank,Surat,Savings
ACCT_00181,8446747748811850,Dakshin Bharat Bank,Udaipur,Current
ACCT_00182,0003503913305363,Narmada Cooperative Bank,Hubballi,Current
ACCT_00183,1609970206217624,Bharat Meridian Bank,Muzaffarpur,Current
ACCT_00184,4902018547840364,Eastern Union Bank,Delhi,Current
ACCT_00185,0303225562527663,Suryodaya Commercial Bank,Ranchi,Savings
ACCT_00186,0819724604898663,Narmada Cooperative Bank,Ranchi,Savings
ACCT_00187,8355441494706623,Suryodaya Commercial Bank,Jaipur,Current
ACCT_00188,8728614223359770,Eastern Union Bank,Kozhikode,Current
ACCT_00189,0837429555055499,Suryodaya Commercial Bank,Lucknow,Current
ACCT_00190,7782491606302173,Narmada Cooperative Bank,Visakhapatnam,Savings
ACCT_00191,6385960888972725,Narmada Cooperative Bank,Guntur,Savings
ACCT_00192,1186676775099192,Dakshin Bharat Bank,Lucknow,Current
ACCT_00193,2179978427365197,Eastern Union Bank,Delhi,Current
ACCT_00194,9648455259158349,Dakshin Bharat Bank,Jabalpur,Savings
ACCT_00195,4471864089021324,Deccan Mercantile Bank,Indore,Current
ACCT_00196,1042706378319351,Suryodaya Commercial Bank,Durgapur,Current
ACCT_00197,2982539992319030,Deccan Mercantile Bank,Kochi,Current
ACCT_00198,3296149941266533,Dakshin Bharat Bank,Jaipur,Current
ACCT_00199,4704698252673774,Dakshin Bharat Bank,Vijayawada,Current
ACCT_00200,5225485225281946,Dakshin Bharat Bank,Noida,Current
ACCT_00201,0143659028401692,Suryodaya Commercial Bank,Jabalpur,Savings
ACCT_00202,4704778163143495,Dakshin Bharat Bank,Lucknow,Savings
ACCT_00203,4594184188617632,Narmada Cooperative Bank,Pune,Savings
ACCT_00204,7226175027356766,Narmada Cooperative Bank,Mumbai,Current
ACCT_00205,6188577748308890,Dakshin Bharat Bank,Vijayawada,Current
ACCT_00206,7017811409224486,Dakshin Bharat Bank,Bhopal,Current
ACCT_00207,3358966583714174,Bharat Meridian Bank,Howrah,Savings
ACCT_00208,7570111746344010,Deccan Mercantile Bank,Warangal,Savings
ACCT_00209,2673824001450202,Dakshin Bharat Bank,Warangal,Savings
ACCT_00210,6876780887166428,Dakshin Bharat Bank,Vadodara,Current
ACCT_00211,6572120678726958,Eastern Union Bank,Hyderabad,Current
ACCT_00212,7605962527930164,Dakshin Bharat Bank,Warangal,Current
ACCT_00213,4049061092309845,Bharat Meridian Bank,Kota,Savings
ACCT_00214,1553612174856481,Narmada Cooperative Bank,Madurai,Current
ACCT_00215,4255477982822679,Dakshin Bharat Bank,Nashik,Current
ACCT_00216,0655903415412685,Eastern Union Bank,Vadodara,Savings
ACCT_00217,9471028268012334,Narmada Cooperative Bank,Visakhapatnam,Current
ACCT_00218,9579210768339270,Narmada Cooperative Bank,Noida,Savings
ACCT_00219,2940586696671193,Dakshin Bharat Bank,Ghaziabad,Savings
ACCT_00220,1806560454744756,Bharat Meridian Bank,Nizamabad,Current
ACCT_00221,7332401650174533,Narmada Cooperative Bank,Mumbai,Savings
ACCT_00222,0230779344692211,Deccan Mercantile Bank,Noida,Savings
ACCT_00223,4595589333904452,Suryodaya Commercial Bank,Kozhikode,Savings
ACCT_00224,7248935893230731,Narmada Cooperative Bank,Pune,Current
ACCT_00225,9414671703066950,Deccan Mercantile Bank,Ghaziabad,Savings
ACCT_00226,5849354732575385,Bharat Meridian Bank,Lucknow,Savings
ACCT_00227,8111455887728347,Narmada Cooperative Bank,Chennai,Savings
ACCT_00228,1017842936005967,Eastern Union Bank,Chennai,Savings
ACCT_00229,0376056155261670,Narmada Cooperative Bank,Delhi,Current
ACCT_00230,8843937047165754,Eastern Union Bank,Delhi,Savings
ACCT_00231,2696866695944420,Bharat Meridian Bank,Rourkela,Current
ACCT_00232,4195636135815298,Dakshin Bharat Bank,Chennai,Savings
ACCT_00233,3430800891593539,Dakshin Bharat Bank,Ahmedabad,Savings
ACCT_00234,6595241053403397,Deccan Mercantile Bank,Delhi,Current
ACCT_00235,6783976576198337,Dakshin Bharat Bank,Kochi,Current
ACCT_00236,0921473192310532,Deccan Mercantile Bank,Madurai,Current
ACCT_00237,2968751819077664,Dakshin Bharat Bank,Cuttack,Savings
ACCT_00238,8373467538383116,Suryodaya Commercial Bank,Madurai,Current
ACCT_00239,0687028139040012,Narmada Cooperative Bank,Kozhikode,Savings
ACCT_00240,9228983593994274,Deccan Mercantile Bank,Durgapur,Current
ACCT_00241,2086039927447901,Dakshin Bharat Bank,Mohali,Current
ACCT_00242,8246117870248079,Suryodaya Commercial Bank,Ahmedabad,Savings
ACCT_00243,8733177969767921,Bharat Meridian Bank,Cuttack,Current
ACCT_00244,2432458514899234,Narmada Cooperative Bank,Durgapur,Current
ACCT_00245,4433412404134388,Eastern Union Bank,Nizamabad,Current
ACCT_00246,6479224779674888,Bharat Meridian Bank,Visakhapatnam,Savings
ACCT_00247,0882718517010205,Eastern Union Bank,Ghaziabad,Current
ACCT_00248,5399361091938816,Eastern Union Bank,Warangal,Current
ACCT_00249,0828099124388129,Suryodaya Commercial Bank,Amritsar,Current
ACCT_00250,3114016205037984,Bharat Meridian Bank,Ludhiana,Current
ACCT_00251,1323025434268532,Deccan Mercantile Bank,Udaipur,Savings
ACCT_00252,1685026597161135,Dakshin Bharat Bank,Surat,Current
ACCT_00253,2951285947482789,Suryodaya Commercial Bank,Lucknow,Current
ACCT_00254,3367267900496607,Deccan Mercantile Bank,Jaipur,Savings
ACCT_00255,7171997160546078,Eastern Union Bank,Mysuru,Current
ACCT_00256,4476228629032147,Suryodaya Commercial Bank,Madurai,Current
ACCT_00257,8773712890255127,Narmada Cooperative Bank,Kozhikode,Current
ACCT_00258,2701108513919218,Eastern Union Bank,Madurai,Current
ACCT_00259,9236913223206287,Narmada Cooperative Bank,Nizamabad,Current
ACCT_00260,7772524874330488,Suryodaya Commercial Bank,Ghaziabad,Current
ACCT_00261,8204493454898561,Suryodaya Commercial Bank,Coimbatore,Current
ACCT_00262,2648729603416175,Deccan Mercantile Bank,Howrah,Savings
ACCT_00263,3260115933155919,Deccan Mercantile Bank,Ghaziabad,Current
ACCT_00264,5059360944910281,Deccan Mercantile Bank,Vadodara,Savings
ACCT_00265,9667654666998297,Narmada Cooperative Bank,Thiruvananthapuram,Savings
ACCT_00266,3482726078079832,Narmada Cooperative Bank,Ghaziabad,Savings
ACCT_00267,7459089643231738,Dakshin Bharat Bank,Dhanbad,Savings
ACCT_00268,0897198634202068,Dakshin Bharat Bank,Ahmedabad,Current
ACCT_00269,7855346245834837,Eastern Union Bank,Mumbai,Savings
ACCT_00270,2623481604811014,Bharat Meridian Bank,Muzaffarpur,Current
ACCT_00271,1238585350465666,Suryodaya Commercial Bank,Hubballi,Current
ACCT_00272,2755126584126283,Dakshin Bharat Bank,Rourkela,Current
ACCT_00273,1410848608029331,Narmada Cooperative Bank,Patna,Savings
ACCT_00274,0056763494813655,Bharat Meridian Bank,Ludhiana,Current
ACCT_00275,7063066582420340,Bharat Meridian Bank,Delhi,Current
ACCT_00276,8509700912339519,Bharat Meridian Bank,Bengaluru,Current
ACCT_00277,8711885036747910,Narmada Cooperative Bank,Patna,Current
ACCT_00278,4219220026582220,Narmada Cooperative Bank,Jaipur,Current
ACCT_00279,2497261295375547,Dakshin Bharat Bank,Mumbai,Current
ACCT_00280,9468652833437161,Narmada Cooperative Bank,Howrah,Savings
ACCT_00281,5761053323320312,Suryodaya Commercial Bank,Jabalpur,Savings
ACCT_00282,9990522600988238,Suryodaya Commercial Bank,Bengaluru,Savings
ACCT_00283,8910085045339213,Dakshin Bharat Bank,Kolkata,Current
ACCT_00284,3018708097972067,Narmada Cooperative Bank,Delhi,Savings
ACCT_00285,9880942852830297,Suryodaya Commercial Bank,Bhubaneswar,Current
ACCT_00286,5727737918920252,Suryodaya Commercial Bank,Lucknow,Current
ACCT_00287,4948080745754146,Suryodaya Commercial Bank,Bhopal,Current
ACCT_00288,3819979054110750,Dakshin Bharat Bank,Muzaffarpur,Current
ACCT_00289,7325427705596515,Suryodaya Commercial Bank,Bhubaneswar,Current
ACCT_00290,3408172549245889,Deccan Mercantile Bank,Kochi,Savings
ACCT_00291,9991637856876112,Deccan Mercantile Bank,Noida,Savings
ACCT_00292,2021537919999401,Bharat Meridian Bank,Bhubaneswar,Savings
ACCT_00293,5416217102586168,Narmada Cooperative Bank,New Delhi,Savings
ACCT_00294,3694944356384317,Deccan Mercantile Bank,Dhanbad,Current
ACCT_00295,2384990414014185,Suryodaya Commercial Bank,Jaipur,Savings
ACCT_00296,0723733794894644,Deccan Mercantile Bank,Pune,Current
ACCT_00297,3376128206308081,Deccan Mercantile Bank,Mumbai,Savings
ACCT_00298,0409004342876503,Deccan Mercantile Bank,Kota,Current
ACCT_00299,7462722331911208,Bharat Meridian Bank,Mohali,Savings
ACCT_00300,9675243802357788,Deccan Mercantile Bank,Gaya,Savings
ACCT_00301,7490111570817536,Suryodaya Commercial Bank,Patna,Current
ACCT_00302,7533083268644524,Bharat Meridian Bank,Ranchi,Savings
ACCT_00303,5827753225094588,Dakshin Bharat Bank,Visakhapatnam,Current
ACCT_00304,7086830151952507,Suryodaya Commercial Bank,Coimbatore,Current
ACCT_00305,2106237141894533,Narmada Cooperative Bank,Hubballi,Current
ACCT_00306,7440068697557973,Deccan Mercantile Bank,Coimbatore,Savings
ACCT_00307,2308740218567962,Eastern Union Bank,Gaya,Savings
ACCT_00308,2874133151425149,Narmada Cooperative Bank,Amritsar,Current
ACCT_00309,3615104251723064,Suryodaya Commercial Bank,Muzaffarpur,Current
ACCT_00310,6561093030040038,Deccan Mercantile Bank,Muzaffarpur,Savings
ACCT_00311,8795132018838590,Narmada Cooperative Bank,Nizamabad,Current
ACCT_00312,9824025668312759,Narmada Cooperative Bank,Amritsar,Savings
ACCT_00313,7652617960034895,Dakshin Bharat Bank,Vijayawada,Savings
ACCT_00314,1627744953371741,Bharat Meridian Bank,Dhanbad,Current
ACCT_00315,4629634235953712,Eastern Union Bank,Visakhapatnam,Current
ACCT_00316,5841986916426221,Narmada Cooperative Bank,Nizamabad,Savings
ACCT_00317,3748359236863057,Dakshin Bharat Bank,Noida,Savings
ACCT_00318,3954721824811460,Bharat Meridian Bank,Mysuru,Savings
ACCT_00319,0238778165820464,Narmada Cooperative Bank,Jaipur,Current
ACCT_00320,9037193486506483,Suryodaya Commercial Bank,Gaya,Savings
ACCT_00321,0856724106206565,Narmada Cooperative Bank,Hyderabad,Savings
ACCT_00322,0128970337393444,Dakshin Bharat Bank,Ahmedabad,Current
ACCT_00323,0145595666760200,Bharat Meridian Bank,Jamshedpur,Current
ACCT_00324,1437443619345041,Eastern Union Bank,Nashik,Savings
ACCT_00325,1655863132336462,Bharat Meridian Bank,Amritsar,Current
ACCT_00326,6022546661244033,Suryodaya Commercial Bank,Hubballi,Savings
ACCT_00327,6739478489281794,Narmada Cooperative Bank,Vijayawada,Savings
ACCT_00328,3974145132014169,Narmada Cooperative Bank,Udaipur,Savings
ACCT_00329,2887665938698260,Eastern Union Bank,Thiruvananthapuram,Current
ACCT_00330,4940360266441056,Bharat Meridian Bank,Bhubaneswar,Current
ACCT_00331,1302653447621725,Dakshin Bharat Bank,Madurai,Current
ACCT_00332,2331094264455441,Bharat Meridian Bank,Lucknow,Current
ACCT_00333,9174195978079989,Bharat Meridian Bank,Ahmedabad,Current
ACCT_00334,1093329361502911,Eastern Union Bank,New Delhi,Savings
ACCT_00335,2578795617194401,Deccan Mercantile Bank,Vadodara,Savings
ACCT_00336,9275128433802303,Bharat Meridian Bank,Delhi,Savings
ACCT_00337,8789605540954649,Suryodaya Commercial Bank,Dhanbad,Savings
ACCT_00338,8257773375330333,Suryodaya Commercial Bank,Ranchi,Current
ACCT_00339,3022689519359082,Bharat Meridian Bank,Bhubaneswar,Savings
ACCT_00340,8204422457466664,Deccan Mercantile Bank,Vijayawada,Savings
ACCT_00341,4569281476443155,Eastern Union Bank,Coimbatore,Savings
ACCT_00342,2436100958718692,Eastern Union Bank,Bhubaneswar,Savings
ACCT_00343,0764897145467391,Deccan Mercantile Bank,Bengaluru,Current
ACCT_00344,1475127198468465,Narmada Cooperative Bank,Ranchi,Savings
ACCT_00345,5483965989528267,Suryodaya Commercial Bank,Guntur,Savings
ACCT_00346,1951333685128158,Suryodaya Commercial Bank,Rourkela,Current
ACCT_00347,0471871698848844,Bharat Meridian Bank,Bhubaneswar,Current
ACCT_00348,8670679516597641,Eastern Union Bank,Patna,Current
ACCT_00349,5219060734528015,Deccan Mercantile Bank,Hyderabad,Savings
ACCT_00350,9017699784447895,Dakshin Bharat Bank,Howrah,Current
ACCT_00351,9905059798946553,Deccan Mercantile Bank,Ludhiana,Current
ACCT_00352,8064939487564748,Eastern Union Bank,Howrah,Current
ACCT_00353,6473964671407708,Bharat Meridian Bank,Coimbatore,Savings
ACCT_00354,4369434732872381,Bharat Meridian Bank,Indore,Current
ACCT_00355,8041310113540742,Bharat Meridian Bank,Mumbai,Current
ACCT_00356,0634998012901145,Dakshin Bharat Bank,Muzaffarpur,Current
ACCT_00357,2447529652371378,Suryodaya Commercial Bank,Hubballi,Current
ACCT_00358,1418944705667463,Suryodaya Commercial Bank,Ranchi,Savings
ACCT_00359,9983361176092825,Dakshin Bharat Bank,Guntur,Current
ACCT_00360,2693392215725221,Bharat Meridian Bank,Bengaluru,Current
ACCT_00361,3625037550953806,Narmada Cooperative Bank,Delhi,Savings
ACCT_00362,5249166118348421,Narmada Cooperative Bank,Bhopal,Savings
ACCT_00363,0778225629801727,Eastern Union Bank,Coimbatore,Current
ACCT_00364,9140518038746593,Bharat Meridian Bank,Rourkela,Savings
ACCT_00365,4113357877410618,Eastern Union Bank,Gaya,Current
ACCT_00366,9923057627061012,Dakshin Bharat Bank,Coimbatore,Current
ACCT_00367,3109794438600326,Eastern Union Bank,Muzaffarpur,Current
ACCT_00368,8203440698921999,Narmada Cooperative Bank,Howrah,Current
ACCT_00369,2422806922836953,Suryodaya Commercial Bank,Howrah,Savings
ACCT_00370,9515922295925158,Deccan Mercantile Bank,Dhanbad,Current
ACCT_00371,1378537455380072,Suryodaya Commercial Bank,Lucknow,Savings
ACCT_00372,0627410900110572,Eastern Union Bank,Chennai,Savings
ACCT_00373,3497468540375119,Deccan Mercantile Bank,Nashik,Savings
