person_id,full_name,date_of_birth,gender,state,city,aadhaar,pan,occupation,risk_role
PERSON_00041,Subhajit Sen,1972-07-26,Male,West Bengal,Durgapur,749474267583,YUSWT6070O,Field Officer,network_associate
PERSON_00042,Rohit Gupta,1980-09-24,Male,Delhi,New Delhi,789361403781,AKELD4651P,Jewellery Trader,network_associate
PERSON_00043,Murugan Selvam,1989-11-15,Male,Tamil Nadu,Coimbatore,655716369606,YDFBL6371C,Shop Owner,suspect
PERSON_00044,Pooja Trivedi,1996-06-28,Female,Gujarat,Ahmedabad,862477319063,AYIUA8015W,Jewellery Trader,network_associate
PERSON_00045,Manoj Behera,1986-12-26,Female,Odisha,Rourkela,673944124759,VLKZF8959Y,Shop Owner,network_associate
PERSON_00046,Manish Patel,1997-10-24,Male,Madhya Pradesh,Jabalpur,754352326677,QUKZV4662U,Agent,network_associate
PERSON_00047,Aman Sharma,1968-02-23,Male,Punjab,Ludhiana,877301059897,CQIWQ8009F,Broker,network_associate
PERSON_00048,Ramesh Naik,1978-10-09,Male,Karnataka,Hubballi,921288881601,TTUOQ1739G,Clerk,network_associate
PERSON_00049,Pankaj Pandey,1988-07-08,Male,Bihar,Patna,633313399103,LVYBM9899E,Property Consultant,network_associate
PERSON_00050,Naresh Reddy,1981-10-11,Male,Andhra Pradesh,Visakhapatnam,689016618215,HBEUE2766P,Accountant,suspect
PERSON_00051,Harpreet Singh,1970-10-09,Male,Punjab,Mohali,639940155039,TKRAG5215M,Receptionist,network_associate
PERSON_00052,Vikas Singh,1977-04-21,Female,Bihar,Muzaffarpur,730390895431,YVYGJ1839C,Property Consultant,suspect
PERSON_00053,Naresh Kumar,1984-12-13,Male,Andhra Pradesh,Vijayawada,914600311166,ETCRK2287R,Accountant,network_associate
PERSON_00054,Amit Gupta,1969-04-25,Male,Uttar Pradesh,Ghaziabad,948214873182,UOIZS9969D,Property Consultant,network_associate
PERSON_00055,Ravi Jha,1974-01-13,Male,Bihar,Muzaffarpur,940228079842,EWNBY2234I,Courier Supervisor,network_associate
PERSON_00056,Ravi Patel,1991-02-05,Male,Madhya Pradesh,Bhopal,633437782843,YKPXV4903C,Receptionist,network_associate
PERSON_00057,Anil Nair,1992-04-22,Male,Kerala,Thiruvananthapuram,909401346289,KRRNX7271G,Engineer,network_associate
PERSON_00058,Suresh Rao,1997-09-27,Male,Andhra Pradesh,Guntur,843896255673,RJFMK3147P,Clerk,network_associate
PERSON_00059,Harish Shetty,1984-09-10,Male,Karnataka,Bengaluru,803137678075,IPPXZ4566E,Driver,civilian
PERSON_00060,Mahesh Raju,1994-04-24,Male,Telangana,Warangal,678652604110,SVTCC8051L,Clerk,suspect
PERSON_00061,Mohan Saini,1980-01-03,Female,Rajasthan,Jaipur,798728215713,DTWMH4526Z,Accountant,suspect
PERSON_00062,Pooja Kumar,1977-07-27,Female,Jharkhand,Ranchi,769055133336,HBCGB7170I,Field Officer,network_associate
PERSON_00063,Nikhil Pillai,1999-06-09,Male,Kerala,Kochi,963276996172,IFVDI6973H,Shop Owner,network_associate
PERSON_00064,Deepak Sinha,1984-11-12,Female,Bihar,Patna,893198676129,WLCYJ2335X,Clerk,network_associate
PERSON_00065,Suresh Patnaik,1986-02-19,Male,Odisha,Rourkela,759419188114,HZZRU3097W,Field Officer,network_associate
PERSON_00066,Sachin Deshmukh,1968-07-02,Male,Maharashtra,Nashik,962596198816,DBFEB8575V,Mechanic,network_associate
PERSON_00067,Sanjay Sahu,1979-06-01,Female,Jharkhand,Dhanbad,859471142936,AHCAM5418J,Driver,suspect
PERSON_00068,Kiran Prasad,2000-01-17,Female,Karnataka,Mysuru,613817787497,RYCOJ5649J,Sales Executive,network_associate
PERSON_00069,Pooja Desai,1976-09-21,Female,Gujarat,Ahmedabad,834524600623,AIEPG3327J,Field Officer,network_associate
PERSON_00070,Anil Iyer,2001-09-02,Female,Kerala,Kozhikode,972577586370,LBFZO9584B,Driver,network_associate
PERSON_00071,Anup Chatterjee,1993-12-23,Male,West Bengal,Durgapur,951164920131,GWXOL4973T,Sales Executive,network_associate
PERSON_00072,Ganesh Kumar,1985-06-01,Male,Maharashtra,Pune,832924408057,MJBNM5969P,Shop Owner,suspect
PERSON_00073,Nitin Shinde,1996-08-25,Male,Maharashtra,Pune,872267862342,UUYAH9264C,Property Consultant,suspect
PERSON_00074,Prakash Kumar,1975-02-27,Male,Karnataka,Bengaluru,603671685820,GSYGV1365D,Sales Executive,civilian
PERSON_00075,Amit Dutta,1978-04-14,Male,West Bengal,Durgapur,980284107816,FOSBV1797L,Accountant,network_associate
PERSON_00076,Priya Mani,1994-08-10,Female,Tamil Nadu,Coimbatore,823277149369,PQKPI5999V,Technician,suspect
PERSON_00077,Gurpreet Bedi,1968-07-13,Male,Punjab,Ludhiana,905061355742,YPIBO5023K,Sales Executive,network_associate
PERSON_00078,Arun Selvam,1992-07-01,Male,Tamil Nadu,Chennai,706304084959,CRVHI6167X,Sales Executive,network_associate
PERSON_00079,Rohit Bedi,1996-07-21,Male,Punjab,Ludhiana,894100810583,NUKGR2572S,Technician,suspect
PERSON_00080,Vikas Sharma,1990-06-04,Male,Delhi,New Delhi,793871532510,TLIJD6470H,Clerk,suspect
PERSON_00081,Sunil Mishra,1998-03-18,Female,Uttar Pradesh,Lucknow,697743749317,UEHCT9555R,Field Officer,network_associate
PERSON_00082,Amit Roy,1973-02-19,Male,West Bengal,Howrah,716844942223,ORYNS9145Q,Nurse,network_associate
PERSON_00083,Sanjay Sharma,1989-05-03,Male,Madhya Pradesh,Indore,633692235428,XDYEH1551O,Technician,network_associate
PERSON_00084,Sunil Kumar,1995-02-04,Male,Jharkhand,Ranchi,894031739346,RZGFE4130D,Courier Supervisor,network_associate
PERSON_00085,Ravi Shetty,1993-08-26,Male,Karnataka,Bengaluru,819761104260,GHRQF6383A,Technician,network_associate
PERSON_00086,Srinivas Babu,1986-06-09,Male,Andhra Pradesh,Guntur,699490993957,AIITJ6303J,Technician,network_associate
PERSON_00087,Subhajit Dutta,1978-07-01,Male,West Bengal,Howrah,727033290462,VOZFA5344Z,Driver,network_associate
PERSON_00088,Kiran Gowda,1968-11-20,Female,Karnataka,Mysuru,852240235791,SGLDI6691Y,Mechanic,civilian
PERSON_00089,Amit Patel,1999-03-11,Female,Madhya Pradesh,Indore,811497246796,JSTWZ7329W,Technician,network_associate
PERSON_00090,Vivek Kumar,1982-07-27,Female,Telangana,Warangal,610490873083,OQHQN8631L,Technician,network_associate
PERSON_00091,Bikash Dutta,1989-01-07,Male,West Bengal,Howrah,648131923474,CRAVI7411R,Shop Owner,suspect
PERSON_00092,Murugan Kumar,1994-04-19,Male,Tamil Nadu,Madurai,745988078041,JBNND6645U,Jewellery Trader,network_associate
PERSON_00093,Ravi Mishra,1987-05-04,Male,Bihar,Patna,998664897712,CWFKW1215K,Mechanic,network_associate
PERSON_00094,Naveen Naik,1992-05-04,Female,Karnataka,Hubballi,935917461785,CXTJO5609E,Engineer,network_associate
PERSON_00095,Vikas Dev Khan,2000-11-19,Female,Uttar Pradesh,Noida,811879861260,HKZRO7554N,Accountant,suspect
PERSON_00096,Manoj Nayak,1969-08-16,Female,Odisha,Rourkela,673116172246,XEPEE5785F,Broker,suspect
PERSON_00097,Prasad Naidu,1978-02-15,Male,Telangana,Hyderabad,846083112838,RWTIH2591S,Agent,suspect
PERSON_00098,Arun Kurian,1996-05-24,Male,Kerala,Kochi,864265975802,DFIYI6554I,Accountant,suspect
PERSON_00099,Suresh Menon,1968-10-11,Female,Kerala,Kozhikode,680365038179,JSKAT3704H,Warehouse Supervisor,network_associate
PERSON_00100,Mahesh Kumar,1993-04-02,Male,Karnataka,Mysuru,622710043841,NXKMF8938X,Accountant,civilian
PERSON_00101,Amit Parmar,1990-09-22,Male,Gujarat,Surat,633625418385,JDAIY3982O,Jewellery Trader,suspect
PERSON_00102,Sunil Sinha,1999-01-26,Female,Bihar,Muzaffarpur,876801380875,QTCHS7405U,Broker,network_associate
PERSON_00103,Bhavesh Joshi,1972-12-24,Male,Gujarat,Ahmedabad,799410124317,OLUZA2787I,Property Consultant,network_associate
PERSON_00104,Ravi Kapoor,1972-03-12,Female,Delhi,Delhi,773997536156,ELUZG5416T,Broker,network_associate
PERSON_00105,Vikas Pandey,1986-04-12,Female,Uttar Pradesh,Noida,906262162331,ICQTH3232O,Accountant,network_associate
PERSON_00106,Subhajit Sarkar,1969-05-18,Male,West Bengal,Durgapur,605994521847,JGJBA8818T,Shop Owner,network_associate
PERSON_00107,Laxman Varma,1971-02-28,Male,Telangana,Warangal,980419981627,CDEAW5051I,Electrician,network_associate
PERSON_00108,Ravi Singh,1995-05-01,Female,Madhya Pradesh,Indore,962105386257,OQCFH7532X,Property Consultant,suspect
PERSON_00109,Jaspreet Bedi,1971-11-02,Female,Punjab,Ludhiana,918950611086,EJZHH5409O,Consultant,network_associate
PERSON_00110,Deepak Khan,1996-08-27,Male,Delhi,New Delhi,890196714837,JAENM7525Y,Software Analyst,network_associate
PERSON_00111,Manoj Sahu,1968-06-17,Male,Jharkhand,Ranchi,931366105548,TYKXO8009K,Engineer,network_associate
PERSON_00112,Rajesh Kurian,1981-12-28,Female,Kerala,Kochi,895072202733,NQWVP6838I,Software Analyst,network_associate
PERSON_00113,Prakash Gowda,2000-06-05,Female,Karnataka,Mysuru,984289541894,MCXLB2747P,Jewellery Trader,civilian
PERSON_00114,Laxman Raju,1984-10-13,Female,Telangana,Hyderabad,779737466779,SJGBV5164Q,Shop Owner,network_associate
PERSON_00115,Manpreet Gill,1997-05-04,Male,Punjab,Amritsar,960276010293,NRZYU3277J,Shop Owner,network_associate
PERSON_00116,Anjali Mathew,1974-11-03,Female,Kerala,Kozhikode,695698324419,IRJFB5970O,Clerk,network_associate
PERSON_00117,Ramesh Varma,1975-04-22,Male,Andhra Pradesh,Guntur,999321846425,KPCER5163F,Mechanic,network_associate
PERSON_00118,Rakesh Das,1992-06-05,Female,Jharkhand,Ranchi,754059893177,OAXVQ5352H,Electrician,network_associate
PERSON_00119,Nikhil Kurian,1968-05-13,Male,Kerala,Thiruvananthapuram,763901006464,XKLOT7608Y,Broker,network_associate
PERSON_00120,Dinesh Khandelwal,1990-08-14,Male,Rajasthan,Kota,801548960041,MDQEY4484R,Security Guard,suspect
PERSON_00121,Rajesh Goud,1999-06-12,Male,Telangana,Warangal,779243282393,IVFBH4425P,Sales Executive,network_associate
PERSON_00122,Binu Mathew,2002-01-07,Male,Kerala,Kozhikode,748739552047,FLBXC4469L,Mechanic,suspect
PERSON_00123,Suresh Nair,1981-12-01,Male,Kerala,Kozhikode,819089220889,CVMCD8142K,Receptionist,network_associate
PERSON_00124,Rajesh Varma,1976-04-25,Male,Telangana,Warangal,948918837671,WIRJB7444B,Electrician,network_associate
PERSON_00125,Amit Yadav,1975-09-10,Male,Bihar,Patna,873696912933,BOARR7633F,Broker,suspect
PERSON_00126,Manoj Mohanty,1968-01-23,Male,Odisha,Rourkela,672309049870,BLFFK1865Z,Courier Supervisor,network_associate
PERSON_00127,Kiran Goud,1975-05-10,Female,Telangana,Warangal,910426157027,XKWAQ8901U,Jewellery Trader,network_associate
PERSON_00128,Kavita Choudhary,1987-01-05,Female,Rajasthan,Udaipur,975649579525,SDALC3488C,Sales Executive,suspect
PERSON_00129,Gurpreet Kaur,1981-09-04,Male,Punjab,Mohali,921092718907,VRJCW9466E,Technician,network_associate
PERSON_00130,Amit Vyas,1991-08-25,Male,Gujarat,Vadodara,704103631702,BILTJ4366M,Broker,network_associate
PERSON_00131,Anil Gupta,1982-05-14,Female,Uttar Pradesh,Lucknow,934912159135,NFIBL7740Y,Engineer,suspect
PERSON_00132,Pooja Sharma,1994-11-24,Female,Madhya Pradesh,Jabalpur,934785163896,XXEES6809B,Courier Supervisor,network_associate
PERSON_00133,Pooja Sinha,1968-04-19,Female,Bihar,Gaya,841301664264,WJTHD8531Z,Engineer,network_associate
PERSON_00134,Rahul Tiwari,1971-12-26,Male,Madhya Pradesh,Bhopal,819861153066,XSVOW4555L,Nurse,network_associate
PERSON_00135,Vivek Goud,1989-10-09,Male,Telangana,Warangal,611397013453,PKOPK5277N,Receptionist,suspect
PERSON_00136,Jaspreet Sodhi,1969-07-11,Female,Punjab,Ludhiana,898283187972,TGXKT2807S,Nurse,network_associate
PERSON_00137,Rahul Patel,1969-02-01,Male,Madhya Pradesh,Jabalpur,749903206154,FMQKE5843W,Technician,suspect
PERSON_00138,Sunil Jain,1984-06-18,Male,Rajasthan,Jaipur,911346208511,PPNLU7657Q,Jewellery Trader,network_associate
PERSON_00139,Ashok Singh,1989-04-10,Male,Jharkhand,Ranchi,924728845074,JQUUG7420L,Clerk,suspect
PERSON_00140,Rakesh Munda,1980-06-06,Male,Jharkhand,Ranchi,760602523361,XKFMS2929H,Clerk,suspect
PERSON_00141,Bikash Mohanty,2001-10-19,Female,Odisha,Rourkela,903368066048,QDLNM2521W,Security Guard,network_associate
PERSON_00142,Priya Subramaniam,1998-01-06,Female,Tamil Nadu,Chennai,821508592047,IXDNQ7111I,Consultant,network_associate
PERSON_00143,Pankaj Mishra,1979-10-24,Male,Bihar,Patna,639550196351,HXNJD3732O,Property Consultant,network_associate
PERSON_00144,Deepak Yadav,1979-09-07,Male,Uttar Pradesh,Lucknow,710515866293,OQING9830B,Consultant,network_associate
PERSON_00145,Naveen Hegde,1985-01-19,Male,Karnataka,Hubballi,673445232474,EFXHJ7120C,Driver,network_associate
PERSON_00146,Dinesh Meena,1988-10-13,Female,Rajasthan,Kota,928015569556,YMWWM2710Z,Warehouse Supervisor,network_associate
PERSON_00147,Pooja Behera,1986-01-08,Female,Odisha,Cuttack,631998102331,KWNUO2687N,Teacher,network_associate
PERSON_00148,Ramesh Prasad,1991-09-24,Female,Telangana,Hyderabad,966581655960,JDYWH5106I,Accountant,network_associate
PERSON_00149,Ankit Kapoor,1999-01-11,Male,Delhi,New Delhi,655647108169,WDRQB1710G,Courier Supervisor,network_associate
PERSON_00150,Pooja Prasad,1979-08-08,Female,Bihar,Muzaffarpur,839796038966,EPEDI3953E,Clerk,network_associate
PERSON_00151,Ajay Varma,1994-08-06,Male,Telangana,Warangal,989364523406,SQDWQ8732W,Engineer,suspect
PERSON_00152,Mahesh Joshi,1982-01-28,Male,Gujarat,Surat,649215053543,KILZM4781H,Driver,network_associate
PERSON_00153,Subash Das,1989-04-20,Male,Odisha,Cuttack,775078463521,CIEMR5283W,Warehouse Supervisor,suspect
PERSON_00154,Vijay Naik,1989-07-25,Male,Karnataka,Hubballi,688649912464,ZFCJW5675N,Nurse,network_associate
PERSON_00155,Anil Babu,1991-06-13,Male,Andhra Pradesh,Visakhapatnam,839780241258,WHARK5368J,Software Analyst,network_associate
PERSON_00156,Dinesh Singh,1999-07-21,Male,Rajasthan,Udaipur,758735498958,CMSBN8680N,Consultant,network_associate
PERSON_00157,Vamsi Kumar,1984-05-24,Female,Andhra Pradesh,Visakhapatnam,763105756865,CQAWF1442P,Engineer,network_associate
PERSON_00158,Pankaj Verma,1996-03-14,Male,Uttar Pradesh,Ghaziabad,648130859917,OYTQA1564Z,Electrician,network_associate
PERSON_00159,Anjali Iyer,1996-04-04,Female,Kerala,Kozhikode,957433303930,NSLIT5425F,Electrician,network_associate
PERSON_00160,Ravi Yadav,1986-04-15,Male,Madhya Pradesh,Bhopal,711389647354,CTYMQ4977R,Teacher,network_associate
PERSON_00161,Pradeep Das,1990-11-19,Male,Odisha,Cuttack,901233839969,SFQQZ2737U,Receptionist,network_associate
PERSON_00162,Vikas Munda,1979-10-13,Male,Jharkhand,Ranchi,899583215302,OMVIQ1802M,Receptionist,network_associate
PERSON_00163,Jignesh Desai,1986-11-12,Male,Gujarat,Vadodara,894959878492,QVAET3464O,Mechanic,network_associate
PERSON_00164,Sanjay Dutta,2001-12-21,Female,West Bengal,Durgapur,790921675099,RKJZH8394R,Software Analyst,network_associate
PERSON_00165,Santosh Das,1993-06-28,Male,Odisha,Cuttack,886851807215,ERBMI2303H,Warehouse Supervisor,network_associate
PERSON_00166,Mahesh Reddy,1989-08-05,Male,Telangana,Hyderabad,888043079039,UNQMN5231E,Field Officer,suspect
PERSON_00167,Gurpreet Sodhi,1981-05-27,Male,Punjab,Mohali,754242676249,SENYB2311M,Property Consultant,suspect
PERSON_00168,Deepak Singh,1988-06-16,Male,Uttar Pradesh,Lucknow,673195151992,UPNRP1148G,Accountant,network_associate
PERSON_00169,Ajay Joshi,1978-11-05,Male,Maharashtra,Nashik,603832384635,CYTWO1361Q,Shop Owner,network_associate
PERSON_00170,Hitesh Desai,1999-02-25,Male,Gujarat,Ahmedabad,860619381337,EEZOK6536W,Clerk,network_associate
PERSON_00171,Ajay Selvam,1973-03-12,Male,Tamil Nadu,Chennai,609070280645,AJPGR7080H,Shop Owner,network_associate
PERSON_00172,Vijay Choudhary,1977-05-22,Male,Rajasthan,Udaipur,679729545479,AFUOI8787O,Accountant,suspect
PERSON_00173,Ganesh Kumar,1989-03-19,Male,Punjab,Ludhiana,884805196619,SKMIY1363W,Teacher,network_associate
PERSON_00174,Rohit Sodhi,1999-05-22,Male,Punjab,Amritsar,683554893140,FGOPL3021T,Nurse,network_associate
PERSON_00175,Anil Verma,1968-08-13,Male,Uttar Pradesh,Noida,618956937476,CSDAY3603J,Technician,network_associate
PERSON_00176,Neha Yadav,1994-07-03,Female,Uttar Pradesh,Noida,897508060729,IUTYL7717S,Clerk,network_associate
PERSON_00177,Pankaj Jha,1991-10-23,Male,Bihar,Muzaffarpur,826876493032,XRYQJ3014X,Driver,network_associate
PERSON_00178,Anjali Menon,1997-11-20,Female,Kerala,Thiruvananthapuram,939612235638,VZFYB1668E,Agent,network_associate
PERSON_00179,Anil Prasad,1974-07-03,Male,Karnataka,Mysuru,653459129101,NUZNU8762A,Accountant,network_associate
PERSON_00180,Pooja Ghosh,1971-09-12,Female,West Bengal,Kolkata,620868317817,PGCKN7142M,Driver,suspect
PERSON_00181,Naveen Singh,1984-03-21,Male,Delhi,New Delhi,894898773223,RBZKG6532X,Warehouse Supervisor,network_associate
PERSON_00182,Ravi Verma,1996-06-08,Female,Delhi,New Delhi,932792376250,ZGDMX2475Z,Property Consultant,network_associate
PERSON_00183,Gurpreet Singh,1988-04-03,Male,Punjab,Mohali,611869689433,IFRMS1340P,Field Officer,network_associate
PERSON_00184,Saravanan Krishnan,1991-07-24,Male,Tamil Nadu,Chennai,737317492317,DJBNO6526M,Technician,suspect
PERSON_00185,Saravanan Prasad,1987-10-15,Male,Tamil Nadu,Chennai,694633084527,SLTEA9088M,Driver,suspect
PERSON_00186,Sachin Patil,1991-02-17,Female,Maharashtra,Mumbai,830864627706,FJYRL6367D,Teacher,network_associate
PERSON_00187,Santosh Mohanty,1970-06-09,Male,Odisha,Rourkela,682748412376,FCSRC1847P,Field Officer,suspect
PERSON_00188,Sunil Raj Sinha,1977-08-12,Male,Bihar,Patna,609734551144,NXBZB9134H,Warehouse Supervisor,network_associate
PERSON_00189,Vikas Tiwari,1990-04-16,Male,Madhya Pradesh,Jabalpur,818132974577,ONZOS2613R,Consultant,suspect
PERSON_00190,Anil Kushwaha,1995-01-26,Male,Madhya Pradesh,Bhopal,823724142477,VLMST5581J,Electrician,network_associate
PERSON_00191,Ankit Gupta,1971-09-14,Male,Delhi,New Delhi,871616681853,BNHYZ4074D,Shop Owner,network_associate
PERSON_00192,Vignesh Krishnan,1988-01-10,Male,Tamil Nadu,Coimbatore,613929129315,QGHMB8286C,Mechanic,suspect
PERSON_00193,Pradeep Mohanty,1996-09-23,Male,Odisha,Cuttack,838838717967,DMBPR1814W,Software Analyst,suspect
PERSON_00194,Pooja Nayak,1989-04-11,Female,Odisha,Cuttack,658801845282,QBMAY4234E,Courier Supervisor,network_associate
PERSON_00195,Neeraj Khan,1973-07-22,Female,Delhi,Delhi,929509533377,PEBVZ8976Y,Jewellery Trader,network_associate
PERSON_00196,Naveen Gowda,1996-01-22,Female,Karnataka,Hubballi,700570112779,QSEJJ3940R,Shop Owner,network_associate
PERSON_00197,Subash Nayak,1991-10-21,Male,Odisha,Cuttack,984847053215,QLQGU2934H,Receptionist,network_associate
PERSON_00198,Sourav Chatterjee,1978-02-21,Female,West Bengal,Howrah,706062703113,AKOAN8130O,Nurse,network_associate
PERSON_00199,Pooja Dutta,1979-08-23,Female,West Bengal,Howrah,645585984050,UVBXX8304H,Electrician,network_associate
PERSON_00200,Arun Sharma,1973-08-27,Female,Uttar Pradesh,Lucknow,915513113943,BSKUK5975D,Driver,suspect
PERSON_00201,Pooja Pradhan,1970-05-11,Female,Odisha,Bhubaneswar,756035137160,ZTFPJ5071Q,Jewellery Trader,network_associate
PERSON_00202,Sourav Banerjee,2000-04-23,Male,West Bengal,Kolkata,939370549499,AVSDH2195O,Field Officer,network_associate
PERSON_00203,Jayesh Patel,1986-01-20,Male,Gujarat,Vadodara,945642526805,OOMVL3483U,Shop Owner,network_associate
PERSON_00204,Bhaskar Naidu,1978-12-18,Female,Telangana,Hyderabad,827283720003,UWKJQ3296E,Shop Owner,suspect
PERSON_00205,Amit Kulkarni,1985-08-04,Male,Maharashtra,Mumbai,646650632346,SHYTN4789I,Software Analyst,network_associate
PERSON_00206,Mahesh Singh,1969-10-04,Male,Rajasthan,Udaipur,989083671162,JGFJF1011L,Shop Owner,network_associate
PERSON_00207,Rakesh Patil,1985-12-10,Male,Maharashtra,Mumbai,740767142487,NSPLZ3593K,Shop Owner,network_associate
PERSON_00208,Sanjay Singh,1995-06-27,Male,Madhya Pradesh,Jabalpur,935801713301,TYAII6388O,Property Consultant,network_associate
PERSON_00209,Vamsi Prasad,1998-12-07,Female,Andhra Pradesh,Guntur,843762272286,UTTTI6961L,Security Guard,suspect
PERSON_00210,Sanjay Mahto,1971-05-28,Female,Jharkhand,Ranchi,975585844295,NPREF7598K,Property Consultant,network_associate
PERSON_00211,Neeraj Mehra,1970-02-19,Female,Delhi,New Delhi,800030804043,JWEFK1830F,Receptionist,network_associate
PERSON_00212,Ramesh Reddy,2001-12-25,Female,Telangana,Warangal,616680789366,QYCXG1711I,Receptionist,network_associate
PERSON_00213,Keerthi Reddy,1999-05-10,Female,Telangana,Nizamabad,886767846135,ISZWY3665V,Field Officer,suspect
PERSON_00214,Arindam Banerjee,1969-04-04,Male,West Bengal,Howrah,678566315236,UEHOU1100H,Technician,network_associate
PERSON_00215,Ajay Rajan,1988-01-26,Male,Tamil Nadu,Coimbatore,954140886394,RTNAV1320E,Teacher,network_associate
